temperature_C,pressure_bar,cycle_time_min,machine_speed_rpm,vibration_mm,humidity_percent,defect
77.48357076505616,3.6607526347563892,36.741431238334094,90.29142048659389,0.040562849033971976,45.49103072839529,0
74.30867849414408,3.8472502684731738,36.41661796267833,104.17521529594693,0.070254049420312,44.67945885561698,0
78.23844269050346,3.7013094694774287,30.317400770972544,111.19457390561121,0.04603626305395364,49.75895378009768,0
82.61514928204012,4.05520902347306,37.89792110881869,122.24503366387037,0.051811385294352794,52.6641557071311,0
73.82923312638331,4.598589265730956,27.54958662211691,135.36243489910316,0.06434781213275435,48.43423472067308,1
73.8293152152541,3.6144789214293978,31.729078371198355,130.41203915057648,0.04882073186302119,50.057718755852314,0
82.89606407753696,4.500410248884207,25.00456093551096,102.31012802328772,0.01364304283340282,43.91297883846793,0
78.83717364576455,3.609163963826556,42.793132584814074,114.4243160675152,0.07081175009107095,45.62702403069567,0
72.65262807032524,3.576186393751558,33.84225253027352,121.1456338305385,0.07509857659830103,52.4286603679982,0
77.71280021792982,4.409297309171607,45.83442017408156,116.06689313330251,0.013377678167991132,47.63355730129114,0
72.68291153593769,4.460968189003808,39.01474963259747,115.96057161197558,0.029134175886769243,43.78985062118592,0
72.67135123214871,4.425704968381327,37.24049106675512,94.15885013018593,0.09047759234971021,45.16275277393687,1
76.20981135783018,3.3421012958909295,32.068861528595,102.7089877329054,0.05464069357007824,50.18575645152275,0
65.43359877671101,3.7670245109639744,29.7682498215629,113.9559022629109,0.0500710254654073,50.631135051620745,0
66.37541083743484,4.411494296001661,37.61485786948472,73.60161487582256,0.041472331859008595,40.78934429190113,0
72.18856235379513,4.020770920281947,34.64242995363509,129.6096648001478,0.029385946982867315,46.81295637523435,1
69.93584439832789,3.463153576901268,28.303648422573495,99.40981350433395,0.04611164715387233,44.96078578723344,0
76.57123666297637,4.229158969562721,27.415707917458406,130.30257199897707,0.06948845478331422,44.67232075948146,0
70.45987962239394,3.6425963705042648,30.206481354282083,128.98374006706365,0.049686440812380016,51.65153975215358,0
67.93848149332354,4.897262424196106,44.10483612633115,111.84460435331424,0.062205681717860964,43.81230930053037,0
82.32824384460777,4.772420731209129,46.06638959005652,135.00822488552308,0.08531414297013126,42.122114483624394,1
73.87111849756732,4.302048713177784,36.02494573654455,131.147960173874,0.038390436391076144,40.92504347815743,0
75.33764102343962,4.6805033523848865,35.744713981206445,115.3655779374804,0.05605749801316884,44.12726534397178,0
67.87625906893271,4.03239567506169,33.318398140852395,113.67360577212452,0.07008787121871356,41.32376865610922,0
72.27808637737408,4.382718747187508,30.32757325845249,136.45849178496536,0.03134192733066807,40.676091187304735,1
75.55461294854933,4.738860147651037,41.87589528803622,123.48020759111496,0.0535610565613161,40.55014937166453,0
69.24503211288848,4.1227493408971565,44.36788196948568,135.67045752552212,0.08744649049252723,40.84728647946601,0
76.87849009172837,3.872406414242858,30.532904570803574,84.16538888470895,0.04319499239080369,41.195838054913295,0
71.99680655040598,3.147689020911442,34.58580810787699,121.47727645529193,0.07136693076007579,46.9952636082927,0
73.54153125103362,3.958433237139253,32.75066849644916,96.33886369545941,0.047177262455804565,35.20008738696431,0
71.99146693885301,4.411711592281156,32.89880462567511,119.61317238769855,0.0859917403463398,41.49123376008238,0
84.26139092254469,4.472816713783815,40.92954127714931,130.70730312518825,0.017090642223257894,44.499350463208835,0
74.93251387631032,4.252182532859205,28.44019227316939,146.08710218623654,0.05129912382020568,50.74312310089069,0
69.71144535522049,3.7293504525188803,37.33234845468153,105.9274990734422,0.020422906097082204,43.77036480461708,1
79.11272456051594,3.0115892155262047,38.64119053652933,112.11442792047026,0.035982463674382126,44.233383160586634,0
68.89578175014489,3.7523924509976325,34.289244131990905,118.56700639386693,0.035863624294096105,44.5602664801094,0
76.04431797502377,3.8478275644730244,39.46533913493386,105.38203347807165,0.04466087385732292,35.88156173111137,0
65.20164938060113,3.843535516404993,35.73825920268725,134.67839593183885,0.026234172986093606,48.29546550462466,0
68.35906975550785,4.309278178488962,41.08564960578056,118.94858181951565,0.04856520884880976,48.08710785105687,0
75.98430617934562,4.99283820550742,27.38897347537073,121.8293553506407,0.05920933008962356,49.07248079643337,1
78.69233289997705,4.061764600920546,33.25612369496565,129.3025969016124,0.01936193734756868,57.529240265141446,0
75.85684140594985,3.8916341054217694,34.64093428574483,118.92432725436886,0.03730135019941057,38.507391985063954,0
74.4217585880588,3.8703890934979537,21.638963077643254,107.73691307736202,0.10081984265526046,37.55986667697163,0
73.49448152205356,4.062192383453857,29.570236332107328,119.05469642552299,0.05658474277731698,48.52933657299494,0
67.60739004816287,3.5858531198258006,30.93200372820607,107.15727960729916,0.01364517591636466,43.31255449407154,0
71.40077895802645,4.060099279373028,39.74102997411675,121.6197133367473,0.02199068270480425,40.0718587323153,0
72.69680614520107,4.2254061681659,31.465783268426996,134.95406581202695,0.05451808490745723,43.587187660895154,0
80.28561113109458,4.104843031787244,30.909605063470114,102.37532561591502,0.05201332077148476,41.908281874541395,0
76.71809144784231,4.228770967002391,39.08742890328096,97.01443497836861,0.038251143965982407,53.623885338985836,0
66.18479922318633,4.216873804674267,26.910446771049727,120.7387490387951,0.09386629913775951,56.30906152011651,1
76.62041984697397,3.114051658876778,24.643779662782137,108.4830057488414,0.10237457641737308,36.82219354328267,1
73.07458859791842,4.318435079197702,33.192038499653265,120.47617911617954,0.04471233280300554,37.61725593366681,0
71.6153899984702,3.6644925771687733,27.761466159608226,124.80605280914551,0.06745913731853478,41.20315997684047,1
78.05838144420434,3.452080418498021,27.951603526701753,87.8447065660719,0.06846332342642006,41.55235979160494,0
80.15499761247976,3.447774086072502,37.86716895843991,130.34774141487813,0.07111746278955156,41.1236977665079,0
79.65640059558099,4.216770805236265,39.379869189562896,102.45497245567127,0.03719829356452192,44.02882910228243,1
70.80391238388681,3.8887125363875734,38.944321079260625,119.66478074152965,0.08878898434441074,42.7658259963903,0
73.45393812074393,3.1590156080072944,40.54388330153616,110.10926496842355,0.04862805607531182,38.23193703552341,0
76.65631715701782,4.239018907596142,41.20567160007401,111.72064477823558,0.058439841620502225,39.86595879568009,0
79.8777256356118,3.2801959346005862,24.357048955865345,145.40936909426983,0.050040870204566205,52.73169416104782,0
72.60412881077355,4.069910679259105,37.252059799647334,124.78901281193491,0.04720627655402483,43.21275876632659,0
74.07170511668092,4.119249462836527,32.351959002152206,133.57032604430387,0.05556808919875719,42.95684554187005,0
69.46832512996986,4.4427885408475225,31.26287877004782,122.26412031304115,0.02628228852412966,37.39781427086263,0
69.01896687959665,4.8908423932334255,37.80207316104352,129.30020361982432,0.010576939616527017,42.68391636347917,0
79.06262911197099,3.3176618370497293,26.348522600521243,126.26067543215177,0.04573239047972547,49.80451214783791,0
81.78120014285412,3.973763071968475,26.2444569706384,123.81684217030238,0.03239144726153462,47.97775739234703,0
